id,theme,categorie,difficulte,type,question,reponse,choix2,choix3,choix4,explication,indices,media_url,media_debut,media_duree,actif,utilisations,epoque,anecdote
Q2014,Cinéma,Répliques,1,QCM,🎬 De quel film vient cette réplique ? « Que la Force soit avec toi. »,Star Wars : Un nouvel espoir,L'Empire contre-attaque,Le Retour du Jedi,Dune,"La formule d'adieu des Jedi. Le 4 mai est devenu la journée mondiale Star Wars, par jeu de mots avec « May the Fourth ».",,,0,15,oui,0,Années 70,
Q2015,Cinéma,Répliques,1,QCM,🎬 De quel film vient cette réplique ? « Je vais te faire une offre que tu ne pourras pas refuser. »,Le Parrain,Les Affranchis,Scarface,Il était une fois en Amérique,"Don Vito Corleone, joué par Marlon Brando, qui s'était fabriqué ses joues tombantes avec des prothèses dentaires.",,,0,15,oui,0,Années 70,
Q2016,Cinéma,Répliques,2,QCM,🎬 De quel film vient cette réplique ? « Je reviendrai. »,Terminator,Terminator 2,Predator,Total Recall,"Le fameux « I'll be back » d'Arnold Schwarzenegger. Il voulait dire « I will be back », son accent autrichien rendant la contraction difficile.",,,0,15,oui,0,Années 80,
Q2017,Cinéma,Répliques,2,QCM,"🎬 De quel film vient cette réplique ? « Hasta la vista, baby. »",Terminator 2 : Le Jugement dernier,Terminator,Predator,True Lies,C'est le jeune John Connor qui apprend l'expression au Terminator. Le film fut le plus cher jamais produit à sa sortie.,,,0,15,oui,0,Années 90,
Q2018,Cinéma,Répliques,1,QCM,"🎬 De quel film vient cette réplique ? « La vie, c'est comme une boîte de chocolats : on ne sait jamais sur quoi on va tomber. »",Forrest Gump,Rain Man,Philadelphia,Big Fish,"La phrase de la mère de Forrest, citée par Tom Hanks sur son banc. Le film a remporté six Oscars, dont meilleur film et meilleur acteur.",,,0,15,oui,0,Années 90,
Q2019,Cinéma,Répliques,1,QCM,🎬 De quel film vient cette réplique ? « E.T. téléphone maison. »,E.T. l'extra-terrestre,Rencontres du troisième type,Les Goonies,Cocoon,La phrase de l'extraterrestre de Steven Spielberg. Sa voix a été composée à partir de celle d'une fumeuse de 65 ans et de bruits d'animaux.,,,0,15,oui,0,Années 80,
Q2020,Cinéma,Répliques,1,QCM,🎬 De quel film vient cette réplique ? « Nom de Zeus ! »,Retour vers le futur,Retour vers le futur 2,L'Aventure intérieure,Explorers,L'exclamation de Doc Brown dans la version française (« Great Scott ! » en anglais). La DeLorean n'avait été produite qu'à 9 000 exemplaires.,,,0,15,oui,0,Années 80,
Q2021,Cinéma,Répliques,2,QCM,"🎬 De quel film vient cette réplique ? « Là où on va, on n'a pas besoin de routes. »",Retour vers le futur,Retour vers le futur 2,Retour vers le futur 3,Les Visiteurs,"La dernière phrase du film, juste avant que la DeLorean ne s'envole. Elle annonçait la suite, tournée cinq ans plus tard.",,,0,15,oui,0,Années 80,
Q2022,Cinéma,Répliques,2,QCM,🎬 De quel film vient cette réplique ? « Des serpents… Pourquoi faut-il toujours que ce soient des serpents ? »,Les Aventuriers de l'arche perdue,Indiana Jones et le Temple maudit,Indiana Jones et la Dernière Croisade,La Momie,"La phobie d'Indiana Jones. Pour la scène du puits, l'équipe avait rassemblé plusieurs milliers de serpents, dont des pythons inoffensifs.",,,0,15,oui,0,Années 80,
Q2023,Cinéma,Répliques,3,QCM,🎬 De quel film vient cette réplique ? « Ça appartient à un musée ! »,Indiana Jones et la Dernière Croisade,Les Aventuriers de l'arche perdue,Indiana Jones et le Temple maudit,Le Crâne de cristal,"La devise de l'archéologue, reprise par son père Sean Connery. Connery n'avait que douze ans de plus qu'Harrison Ford.",,,0,15,oui,0,Années 80,
Q2024,Cinéma,Répliques,2,QCM,🎬 De quel film vient cette réplique ? « La vie trouve toujours un chemin. »,Jurassic Park,Le Monde perdu,Jurassic World,King Kong,"Le mathématicien Ian Malcolm (Jeff Goldblum) doute qu'on puisse contrôler des dinosaures. Le rugissement du T-Rex mêle bébé éléphant, tigre et alligator.",,,0,15,oui,0,Années 90,
Q2025,Cinéma,Répliques,2,QCM,🎬 De quel film vient cette réplique ? « Bienvenue à Jurassic Park. »,Jurassic Park,Jurassic World,Le Monde perdu,Westworld,"John Hammond découvre son parc aux visiteurs, sur la musique de John Williams. Les dinosaures n'apparaissent que quinze minutes à l'écran.",,,0,15,oui,0,Années 90,
Q2026,Cinéma,Répliques,2,QCM,🎬 De quel film vient cette réplique ? « Pourquoi tant de sérieux ? »,The Dark Knight : Le Chevalier noir,Batman Begins,The Dark Knight Rises,Joker,"Le Joker de Heath Ledger, récompensé d'un Oscar à titre posthume. Il avait tenu un carnet intime pour construire le personnage.",,,0,15,oui,0,Années 2000,
Q2027,Cinéma,Répliques,4,QCM,"🎬 De quel film vient cette réplique ? « Tu meurs en héros, ou tu vis assez longtemps pour devenir le méchant. »",The Dark Knight : Le Chevalier noir,Batman Begins,The Dark Knight Rises,Watchmen,Harvey Dent annonce sans le savoir sa propre chute. La phrase résume le basculement du personnage en Double-Face.,,,0,15,oui,0,Années 2000,
Q2028,Cinéma,Répliques,2,QCM,🎬 De quel film vient cette réplique ? « Je suis Iron Man. »,Iron Man,Avengers,Iron Man 2,Captain America,Tony Stark révèle son identité en conférence de presse. Robert Downey Jr. improvisait une bonne partie de ses dialogues.,,,0,15,oui,0,Années 2000,
Q2029,Cinéma,Répliques,1,QCM,🎬 De quel film vient cette réplique ? « Je suis le roi du monde ! »,Titanic,Pearl Harbor,Abyss,Master and Commander,Leonardo DiCaprio à la proue du paquebot. Le film a été le premier à dépasser le milliard de dollars de recettes.,,,0,15,oui,0,Années 90,
Q2030,Cinéma,Répliques,2,QCM,🎬 De quel film vient cette réplique ? « Vous ne passerez pas ! »,Le Seigneur des anneaux : La Communauté de l'anneau,Les Deux Tours,Le Retour du roi,Le Hobbit,"Gandalf face au Balrog, sur le pont de Khazad-dûm. Ian McKellen a tourné la scène seul, devant un décor et une créature ajoutés ensuite.",,,0,15,oui,0,Années 2000,
Q2031,Cinéma,Répliques,1,QCM,"🎬 De quel film vient cette réplique ? « Vous êtes un sorcier, Harry. »",Harry Potter à l'école des sorciers,La Chambre des secrets,Le Prisonnier d'Azkaban,Les Animaux fantastiques,Hagrid apprend à Harry ce qu'il est. Robbie Coltrane portait un costume rembourré et des échasses pour dominer les enfants de deux têtes.,,,0,15,oui,0,Années 2000,
Q2032,Cinéma,Répliques,2,QCM,🎬 De quel film vient cette réplique ? « Je vois des gens morts. »,Sixième Sens,Incassable,Le Village,Les Autres,"L'aveu du jeune Cole à Bruce Willis. Le film est resté célèbre pour son retournement final, que l'équipe avait consigne de ne pas révéler.",,,0,15,oui,0,Années 90,
Q2033,Cinéma,Répliques,3,QCM,"🎬 De quel film vient cette réplique ? « La première règle du Fight Club, c'est qu'on ne parle pas du Fight Club. »",Fight Club,Seven,American Psycho,Trainspotting,Tyler Durden (Brad Pitt) énonce ses règles. Le film a été un échec en salles avant de devenir un succès en DVD.,,,0,15,oui,0,Années 90,
Q2034,Cinéma,Répliques,3,QCM,🎬 De quel film vient cette réplique ? « Je m'appelle Maximus Decimus Meridius. »,Gladiator,Troie,Alexandre,Ben-Hur,"Russell Crowe se dévoile devant l'empereur Commode, dans l'arène. Le film a reçu cinq Oscars, dont celui du meilleur acteur.",,,0,15,oui,0,Années 2000,
Q2035,Cinéma,Répliques,3,QCM,"🎬 De quel film vient cette réplique ? « Ils peuvent nous prendre nos vies, mais jamais notre liberté ! »",Braveheart,Rob Roy,Gladiator,Le Dernier des Mohicans,"Le cri de William Wallace, joué et réalisé par Mel Gibson. Le vrai Wallace combattait deux siècles avant l'époque des kilts montrés au film.",,,0,15,oui,0,Années 90,
Q2036,Cinéma,Répliques,3,QCM,🎬 De quel film vient cette réplique ? « Personne ne met Bébé dans un coin. »,Dirty Dancing,Flashdance,Footloose,Grease,"Patrick Swayze vient chercher Jennifer Grey pour la danse finale. Le film, tourné avec un très petit budget, a rapporté plus de 200 millions de dollars.",,,0,15,oui,0,Années 80,
Q2037,Cinéma,Répliques,4,QCM,🎬 De quel film vient cette réplique ? « Tu me parles à moi ? »,Taxi Driver,Raging Bull,Les Affranchis,Serpico,"Robert De Niro devant son miroir : la réplique a été improvisée, le scénario indiquait seulement qu'il se parlait à lui-même.",,,0,15,oui,0,Années 70,
Q2038,Cinéma,Répliques,3,QCM,🎬 De quel film vient cette réplique ? « Yippee ki-yay ! »,Piège de cristal,58 minutes pour vivre,L'Arme fatale,Speed,"La signature de John McClane (Bruce Willis), moquerie de cow-boy lancée au méchant par radio. Le titre original, « Die Hard », a donné son nom à la série.",,,0,15,oui,0,Années 80,
Q2039,Cinéma,Répliques,4,QCM,🎬 De quel film vient cette réplique ? « Vous ne pouvez pas encaisser la vérité ! »,Des hommes d'honneur,Le Verdict,La Firme,JFK,"Jack Nicholson craque à la barre face à Tom Cruise. La scène du procès a été tournée en plusieurs jours, Nicholson rejouant son éclat à chaque prise.",,,0,15,oui,0,Années 90,
Q2040,Cinéma,Répliques,4,QCM,🎬 De quel film vient cette réplique ? « Ce n'est qu'une égratignure ! »,Monty Python : Sacré Graal !,La Vie de Brian,Le Sens de la vie,Les Visiteurs,"Le Chevalier noir, amputé des deux bras, refuse d'admettre sa défaite. Faute de budget, les chevaliers imitent le galop avec des noix de coco.",,,0,15,oui,0,Années 70,
Q2041,Cinéma,Répliques,4,QCM,🎬 De quel film vient cette réplique ? « Mon nom est Inigo Montoya. Tu as tué mon père. Prépare-toi à mourir. »,Princess Bride,Robin des Bois,Les Trois Mousquetaires,Willow,La phrase que le personnage répète pendant tout le film en cherchant l'homme aux six doigts. Mandy Patinkin s'était entraîné des mois à l'escrime.,,,0,15,oui,0,Années 80,
Q2042,Cinéma,Répliques,4,QCM,"🎬 De quel film vient cette réplique ? « Toto, je crois que nous ne sommes plus au Kansas. »",Le Magicien d'Oz,Blanche-Neige et les Sept Nains,Autant en emporte le vent,Mary Poppins,"Dorothy découvre le pays d'Oz, où le film passe du sépia à la couleur. Le rôle de Toto était tenu par une chienne cairn terrier nommée Terry.",,,0,15,oui,0,Avant 1970,
Q2043,Cinéma,Répliques,4,QCM,"🎬 De quel film vient cette réplique ? « Franchement, ma chère, c'est le cadet de mes soucis. »",Autant en emporte le vent,Casablanca,Le Magicien d'Oz,Les Hauts de Hurlevent,La dernière réplique de Rhett Butler à Scarlett. Le mot « damn » de la version originale a failli être censuré par le code Hays.,,,0,15,oui,0,Avant 1970,
Q2044,Cinéma,Répliques,3,QCM,🎬 De quel film vient cette réplique ? « Nous aurons toujours Paris. »,Casablanca,Autant en emporte le vent,Le Faucon maltais,Le Grand Sommeil,"Humphrey Bogart à Ingrid Bergman, sur le tarmac. Le scénario n'était pas terminé au début du tournage : les acteurs ignoraient la fin.",,,0,15,oui,0,Avant 1970,
Q2045,Cinéma,Répliques,2,QCM,🎬 De quel film vient cette réplique ? « Bond. James Bond. »,James Bond 007 contre Dr No,Bons baisers de Russie,Goldfinger,Casino Royale,"La toute première apparition de Sean Connery en 007, à une table de baccara. Six acteurs ont depuis endossé le rôle au cinéma.",,,0,15,oui,0,Avant 1970,
Q2046,Cinéma,Répliques,1,QCM,🎬 De quel film vient cette réplique ? « Hakuna Matata. »,Le Roi lion,Le Livre de la jungle,Tarzan,Madagascar,La devise de Timon et Pumbaa : « sans souci » en swahili. Les animateurs Disney ont observé de vrais lions amenés au studio.,,,0,15,oui,0,Années 90,
Q2047,Cinéma,Répliques,3,QCM,🎬 De quel film vient cette réplique ? « Tout ce que la lumière touche est notre royaume. »,Le Roi lion,Bambi,Le Livre de la jungle,Pocahontas,"Mufasa montre les Terres du Milieu à Simba au lever du soleil. L'histoire emprunte sa trame à Hamlet, de Shakespeare.",,,0,15,oui,0,Années 90,
Q2048,Cinéma,Répliques,1,QCM,🎬 De quel film vient cette réplique ? « Vers l'infini et au-delà ! »,Toy Story,Toy Story 2,Monstres et Cie,Les Indestructibles,Le cri de Buzz l'Éclair. Toy Story est le premier long métrage entièrement réalisé en images de synthèse.,,,0,15,oui,0,Années 90,
Q2049,Cinéma,Répliques,3,QCM,🎬 De quel film vient cette réplique ? « Ô Capitaine ! Mon Capitaine ! »,Le Cercle des poètes disparus,Will Hunting,Les Choristes,Entre les murs,Les élèves montent sur leurs tables pour saluer Robin Williams. La phrase vient d'un poème de Walt Whitman écrit à la mort de Lincoln.,,,0,15,oui,0,Années 80,
Q2050,Cinéma,Répliques,3,QCM,🎬 De quel film vient cette réplique ? « Carpe diem. Cueillez le jour présent. »,Le Cercle des poètes disparus,Will Hunting,La Société des poètes,Le Nom de la rose,"La leçon du professeur Keating à ses élèves. La formule latine vient du poète Horace, un siècle avant notre ère.",,,0,15,oui,0,Années 80,
Q2051,Cinéma,Répliques,2,QCM,"🎬 De quel film vient cette réplique ? « Houston, nous avons un problème. »",Apollo 13,L'Étoffe des héros,Gravity,First Man,"Tom Hanks en Jim Lovell. Les vrais astronautes avaient dit « Houston, nous avons eu un problème » : le film a mis la phrase au présent.",,,0,15,oui,0,Années 90,
Q2052,Cinéma,Répliques,3,QCM,🎬 De quel film vient cette réplique ? « Adrian ! »,Rocky,Rocky II,Raging Bull,Million Dollar Baby,Le cri de Sylvester Stallone après le combat. Stallone a écrit le scénario en trois jours et refusé de vendre son rôle à un autre acteur.,,,0,15,oui,0,Années 70,
Q2053,Cinéma,Répliques,4,QCM,"🎬 De quel film vient cette réplique ? « Un martini. Au shaker, pas à la cuillère. »",James Bond 007 contre Dr No,Goldfinger,Casino Royale,Skyfall,"La commande rituelle de 007. Les puristes objectent que secouer le gin le dilue : c'est bien l'idée du personnage, qui aime son cocktail glacé.",,,0,15,oui,0,Avant 1970,
Q2054,Cinéma,Répliques,5,QCM,"🎬 De quel film vient cette réplique ? « Élémentaire, mon cher Watson. »",Le Retour de Sherlock Holmes,Le Chien des Baskerville,Sherlock Holmes,Le Signe des quatre,"Contrairement à la légende, la phrase n'existe dans aucun roman de Conan Doyle : c'est le cinéma qui l'a inventée, ici dans un film parlant de 1929.",,,0,15,oui,0,Avant 1970,
Q2055,Cinéma,Répliques,5,QCM,🎬 De quel film vient cette réplique ? « Rosebud. »,Citizen Kane,Le Troisième Homme,La Splendeur des Amberson,Les Raisins de la colère,"Le dernier mot du magnat mourant, dont tout le film cherche le sens. Orson Welles avait 25 ans et signait là son premier long métrage.",,,0,15,oui,0,Avant 1970,
Q2056,Cinéma,Répliques,1,QCM,"🎬 De quel film vient cette réplique ? « Libérée, délivrée ! »",La Reine des neiges,Raiponce,Vaiana,Rebelle,"La chanson d'Elsa, « Let It Go » en version originale. Écrite après coup, elle a fait transformer le personnage, prévu au départ comme la méchante.",,,0,15,oui,0,Années 2010,
Q2057,Cinéma,Répliques,4,QCM,🎬 De quel film vient cette réplique ? « La vengeance est un plat qui se mange froid. »,Kill Bill,Pulp Fiction,Django Unchained,Old Boy,"Le proverbe ouvre le film de Quentin Tarantino, attribué à l'écran aux Klingons de Star Trek : un clin d'œil assumé.",,,0,15,oui,0,Années 2000,
Q2058,Cinéma,Répliques,3,QCM,🎬 De quel film vient cette réplique ? « Dessine-moi comme l'une de tes Françaises. »,Titanic,Moulin Rouge,Le Fabuleux Destin d'Amélie Poulain,La Belle Époque,"Kate Winslet pose pour le carnet de Jack. Les mains qui dessinent à l'écran sont celles de James Cameron, gaucher, filmé en miroir.",,,0,15,oui,0,Années 90,
