id,theme,categorie,difficulte,type,question,reponse,choix2,choix3,choix4,explication,indices,media_url,media_debut,media_duree,actif,utilisations,epoque,anecdote
Q0025,Histoire,Monde,4,QCM,Qui est le principal rédacteur de la Déclaration d'indépendance des États-Unis ?,Thomas Jefferson,George Washington,Benjamin Franklin,Abraham Lincoln,Adoptée le 4 juillet 1776. Jefferson deviendra le 3e président.,,,0,15,oui,0,,"Jefferson et John Adams, autre signataire et futur président, sont morts le même jour : le 4 juillet 1826, 50 ans exactement après la Déclaration."
Q0026,Histoire,Explorateurs,4,QCM,Quel navigateur a dirigé la première expédition autour du monde (1519-1522) ?,Fernand de Magellan,James Cook,Vasco de Gama,Amerigo Vespucci,Magellan est mort en route. Juan Sebastián Elcano a achevé le voyage.,,,0,15,oui,0,,"Sur les 5 navires et environ 240 hommes partis, un seul navire et 18 hommes sont revenus. C'est Magellan qui a baptisé l'océan « Pacifique », tant il l'avait trouvé calme."
Q0027,Histoire,France,5,ESTIMATION,En quelle année a eu lieu la bataille de Marignan ?,1515,,5,,Victoire de François Ier sur les Suisses.,Date très connue des écoliers.,,0,15,oui,0,,"Après la victoire, François Ier se serait fait adouber chevalier sur le champ de bataille par Bayard, le « chevalier sans peur et sans reproche »."
Q0028,Histoire,Monde,5,QCM,Quel homme d'État prussien est considéré comme l'artisan de l'unité allemande en 1871 ?,Otto von Bismarck,Guillaume II,Metternich,Frédéric le Grand,Le « chancelier de fer ». L'Empire allemand est proclamé à Versailles.,,,0,15,oui,0,,"Le hareng « Bismarck » (mariné) et le « Bismarck », cuirassé de la Seconde Guerre mondiale, portent son nom. Il gouvernait selon une formule célèbre : « par le fer et par le sang »."
Q0029,Histoire,Monde,5,QCM,Quelle reine a régné sur l'Angleterre de 1558 à 1603 ?,Élisabeth Ire,Marie Tudor,Victoria,Anne Boleyn,"Fille d'Henri VIII, dernière des Tudor.",La « reine vierge ».,,0,15,oui,0,,"Sous son règne, l'Angleterre a battu l'« Invincible Armada » espagnole (1588) et Shakespeare a écrit ses premières pièces. Elle ne s'est jamais mariée."
Q0030,Histoire,Chronologie,5,ORDRE,Remettez ces régimes français dans l'ordre chronologique.,Premier Empire | Restauration | Second Empire | Troisième République,Du plus ancien au plus récent,,,"1804, 1814, 1852, 1870.",,,0,15,oui,0,,"Entre 1789 et 1870, la France a connu une monarchie constitutionnelle, deux républiques, deux empires et deux monarchies : de quoi perdre le fil !"
Q0031,Histoire,Europe,5,VF,Le traité de Rome de 1957 a créé la Communauté économique européenne.,Vrai,,,,"Signé par six pays : France, RFA, Italie, Belgique, Pays-Bas, Luxembourg.",,,0,15,oui,0,Avant 1970,"Il a été signé au Capitole, à Rome. Le Royaume-Uni n'y est entré qu'en 1973 : de Gaulle avait mis son veto deux fois."
Q0032,Géographie,Capitales,1,QCM,Quelle est la capitale de l'Italie ?,Rome,Milan,Naples,Florence,,,,0,15,oui,0,,"Rome est surnommée la « Ville éternelle ». Chaque jour, on jette environ 3 000 euros dans la fontaine de Trevi ; l'argent est reversé à une association caritative."
Q0033,Géographie,France,1,QCM,Quel est le plus long fleuve de France ?,La Loire,La Seine,Le Rhône,La Garonne,"Environ 1 000 km, du mont Gerbier-de-Jonc à l'Atlantique.",,,0,15,oui,0,,"C'est le dernier grand fleuve « sauvage » d'Europe : peu aménagé, il change de lit au gré des bancs de sable. Ses châteaux sont classés à l'Unesco."
Q0034,Géographie,Monde,1,VF,Le Brésil est le plus grand pays d'Amérique du Sud.,Vrai,,,,Il couvre près de la moitié du continent.,,,0,15,oui,0,,Il a une frontière commune avec tous les pays d'Amérique du Sud sauf deux : le Chili et l'Équateur.
Q0035,Géographie,France,1,QCM,Quel océan borde la côte ouest de la France ?,L'océan Atlantique,L'océan Pacifique,L'océan Indien,L'océan Arctique,,,,0,15,oui,0,,"La baie du Mont-Saint-Michel, sur la Manche, a les plus grandes marées d'Europe continentale, jusqu'à 14 m. La mer y remonte « à la vitesse d'un cheval au galop », dit-on."
Q0036,Géographie,Monuments,1,QCM,Dans quel pays se trouve la tour de Pise ?,Italie,Espagne,Grèce,Portugal,En Toscane. Elle penche d'environ 4 degrés.,,,0,15,oui,0,,"Elle a commencé à pencher dès la construction du 3e étage, en 1178. Des travaux ont réduit son inclinaison d'environ 40 cm entre 1990 et 2001 : elle devrait tenir au moins 200 ans."
Q0037,Géographie,Capitales,1,QCM,Quelle est la capitale de l'Espagne ?,Madrid,Barcelone,Séville,Valence,,,,0,15,oui,0,,Madrid est la capitale la plus haute de l'Union européenne (environ 650 m). Le « kilomètre zéro » des routes espagnoles est gravé sur la Puerta del Sol.
Q0038,Géographie,Montagnes,2,QCM,Quel est le plus haut sommet des Alpes ?,Le mont Blanc,Le Cervin,Le mont Rose,La Barre des Écrins,"Il culmine à environ 4 806 m, entre la France et l'Italie.",,,0,15,oui,0,,Il a été gravi pour la première fois en 1786 par Jacques Balmat et Michel Paccard. La frontière franco-italienne au sommet est toujours contestée entre les deux pays.
Q0039,Géographie,Capitales,2,QCM,Quelle est la capitale du Canada ?,Ottawa,Toronto,Montréal,Vancouver,"Située dans l'Ontario, à la frontière du Québec.",Piège : ce n'est pas la plus grande ville.,,0,15,oui,0,,"La reine Victoria l'a choisie en 1857, notamment parce qu'elle était plus loin des États-Unis que Toronto ou Montréal, et à la limite entre anglophones et francophones."
Q0040,Géographie,Europe,2,ESTIMATION,Combien de pays sont membres de l'Union européenne ?,27,pays,1,,Depuis la sortie du Royaume-Uni en 2020.,,,0,15,oui,0,Années 2020,"Le dernier pays à avoir rejoint l'UE est la Croatie, en 2013. Le Groenland, qui dépend du Danemark, l'a quittée dès 1985."
Q0041,Géographie,Monde,2,VF,Le Sahara est le plus grand désert chaud du monde.,Vrai,,,,Environ 9 millions de km². Les déserts polaires (Antarctique) sont plus grands.,,,0,15,oui,0,,"Il est presque aussi grand que les États-Unis. Seul un cinquième environ est couvert de dunes ; le reste est surtout fait de plateaux rocheux et de cailloux."
Q0042,Géographie,Villes,2,QCM,Quel fleuve traverse Londres ?,La Tamise,La Seine,Le Danube,Le Rhin,,,,0,15,oui,0,,"En 1858, la « Grande Puanteur » de la Tamise a été si forte que le Parlement a dû financer le premier grand réseau d'égouts moderne de Londres."
Q0043,Géographie,France,2,QCM,Combien de départements compte la France métropolitaine ?,96,95,101,100,"96 en métropole (dont la Corse, divisée en 2), 101 au total avec l'outre-mer.",,,0,15,oui,0,,Ils ont été créés en 1790 pour qu'on puisse rejoindre le chef-lieu à cheval en une journée depuis n'importe quel point du département.
Q0044,Géographie,Villes,2,QCM,Dans quel pays se trouve la ville de Marrakech ?,Maroc,Tunisie,Algérie,Égypte,,,,0,15,oui,0,,On la surnomme la « ville rouge » à cause de la couleur de ses remparts. Elle a donné son nom au Maroc (« Marrakech » a donné « Maroc » en français).
Q0045,Géographie,Capitales,3,QCM,Quelle est la capitale de l'Australie ?,Canberra,Sydney,Melbourne,Perth,Ville créée pour départager Sydney et Melbourne.,Piège classique !,,0,15,oui,0,,"Elle a été dessinée par un couple d'architectes américains, Walter Burley Griffin et Marion Mahony Griffin, lauréats d'un concours international en 1912."
Q0046,Géographie,Montagnes,3,ESTIMATION,"Quelle est l'altitude du mont Blanc, en mètres ?",4806,m,50,,Environ 4 806 m. Elle varie de quelques mètres selon l'épaisseur de neige.,,,0,15,oui,0,,"Le sommet est mesuré tous les deux ans : en 2021, il faisait 4 807,81 m, et en 2023, 4 805,59 m. Il perd ou gagne des mètres selon la neige."
Q0047,Géographie,Fleuves,3,QCM,Quel fleuve est le plus souvent cité comme le plus long du monde ?,Le Nil,L'Amazone,Le Yangzi Jiang,Le Mississippi,Environ 6 650 km. Certaines mesures donnent l'Amazone plus long.,"Le débat Nil / Amazone existe, accepter la discussion.",,0,15,oui,0,,Le débat Nil / Amazone dépend de l'endroit où l'on place la source. L'Amazone est en tout cas de loin le plus puissant : il déverse environ 20 % de l'eau douce qui arrive dans les océans.
Q0048,Géographie,Europe,3,VF,Le Portugal a une frontière commune avec la France.,Faux,,,,Le Portugal ne touche que l'Espagne.,,,0,15,oui,0,,"La frontière entre l'Espagne et le Portugal, surnommée « la Raya », est l'une des plus anciennes d'Europe : elle n'a presque pas changé depuis le XIIIe siècle."
Q0049,Géographie,Monde,3,QCM,Quel détroit sépare l'Espagne du Maroc ?,Le détroit de Gibraltar,Le Bosphore,Le détroit de Magellan,Le détroit de Béring,À peine 14 km au point le plus étroit.,,,0,15,oui,0,,"Dans l'Antiquité, on l'appelait les « colonnes d'Hercule » : on pensait que c'était la limite du monde connu. Gibraltar est un territoire britannique depuis 1713."
Q0050,Géographie,Population,3,ORDRE,Classez ces pays selon leur population.,Inde | États-Unis | Brésil | France,Du plus peuplé au moins peuplé,,,"L'Inde a dépassé la Chine en 2023 (plus de 1,4 milliard d'habitants).",,,0,15,oui,0,Années 2020,La France compte environ 68 millions d'habitants avec l'outre-mer. L'Inde en gagne à peu près autant tous les 5 ans.
Q0051,Géographie,Capitales,4,QCM,Quelle est la capitale de la Nouvelle-Zélande ?,Wellington,Auckland,Christchurch,Queenstown,"Auckland est la plus grande ville, mais Wellington est la capitale.",,,0,15,oui,0,,Wellington est la capitale la plus australe du monde et l'une des plus venteuses : on la surnomme « Windy Wellington ».
Q0052,Géographie,Monde,4,QCM,Quel est le plus petit pays du monde ?,Le Vatican,Monaco,Saint-Marin,Le Liechtenstein,"Environ 0,44 km², enclavé dans Rome.",,,0,15,oui,0,,"Il est gardé par la Garde suisse depuis 1506. Le Vatican a sa propre gare, sa poste, sa radio et émet ses propres pièces en euros."
Q0053,Géographie,Fleuves,4,ESTIMATION,Combien de kilomètres mesure la Loire ?,1006,km,60,,Environ 1 000 km selon les mesures.,,,0,15,oui,0,,"Elle prend sa source au mont Gerbier-de-Jonc, en Ardèche, où trois sources se disputent le titre de « vraie » source de la Loire."
Q0054,Géographie,France,4,QCM,"Quel pays compte le plus de fuseaux horaires, territoires d'outre-mer compris ?",La France,La Russie,Les États-Unis,Le Royaume-Uni,12 fuseaux grâce à l'outre-mer (13 avec la Terre Adélie).,"Réponse surprenante, penser aux DOM-TOM.",,0,15,oui,0,,"Grâce à l'outre-mer, le soleil ne se couche jamais complètement sur la France, comme autrefois sur l'Empire britannique."
Q0055,Géographie,Capitales,4,VF,Istanbul est la capitale de la Turquie.,Faux,,,,La capitale est Ankara depuis 1923.,,,0,15,oui,0,,"Istanbul est la seule grande ville du monde à cheval sur deux continents. Elle compte plus de 15 millions d'habitants, bien plus qu'Ankara."
Q0056,Géographie,Montagnes,4,ORDRE,Classez ces sommets par altitude.,Everest | Aconcagua | Kilimandjaro | Mont Blanc,Du plus haut au plus bas,,,"8 849 m, 6 961 m, 5 895 m, environ 4 806 m.",,,0,15,oui,0,,"Ce sont trois des « sept sommets », les points culminants de chaque continent. Le mont Blanc n'en fait pas partie : pour l'Europe, on retient souvent l'Elbrouz, dans le Caucase (5 642 m)."
Q0057,Géographie,Capitales,5,QCM,Quelle est la capitale du Kazakhstan ?,Astana,Almaty,Tachkent,Bichkek,"Elle a repris le nom d'Astana en 2022, après s'être appelée Noursoultan.",,,0,15,oui,0,Années 2020,"Son nom a changé cinq fois en un siècle : Akmolinsk, Tselinograd, Akmola, Astana, Noursoultan… puis de nouveau Astana. « Astana » veut simplement dire « capitale »."
Q0058,Géographie,Monde,5,QCM,Quel est le lac le plus profond du monde ?,Le lac Baïkal,Le lac Tanganyika,Le lac Supérieur,La mer Caspienne,"Plus de 1 600 m de profondeur, en Sibérie.",,,0,15,oui,0,,"Il contient environ 20 % de l'eau douce liquide de la planète et abrite le seul phoque d'eau douce du monde, le phoque de Baïkal."
Q0059,Géographie,Monde,5,ESTIMATION,Combien d'États sont membres de l'ONU ?,193,États,5,,"Le dernier admis est le Soudan du Sud, en 2011.",,,0,15,oui,0,Années 2010,Deux États ont un statut d'observateur sans être membres : le Vatican et la Palestine.
Q0060,Géographie,France,5,QCM,Avec quel pays la France partage-t-elle sa plus longue frontière terrestre ?,Le Brésil,L'Espagne,La Belgique,La Suisse,"Environ 730 km, via la Guyane.",Penser à l'outre-mer.,,0,15,oui,0,,La frontière avec l'Espagne ne mesure qu'environ 620 km. Il faut plusieurs heures de pirogue sur l'Oyapock pour longer la frontière guyano-brésilienne.
Q0061,Géographie,Fleuves,5,QCM,Quel fleuve traverse le plus de pays ?,Le Danube,Le Nil,Le Rhin,L'Amazone,"Il traverse ou longe 10 pays, dont quatre capitales : Vienne, Bratislava, Budapest, Belgrade.",,,0,15,oui,0,,Johann Strauss a composé « Le Beau Danube bleu » en 1866… même si le fleuve est plutôt brun-vert. Il se jette dans la mer Noire par un immense delta.
Q0062,Géographie,Europe,5,VF,Le point culminant de l'Espagne se trouve aux îles Canaries.,Vrai,,,,"Le Teide, volcan de Tenerife, culmine à 3 715 m.",,,0,15,oui,0,,"Le Teide est un volcan toujours actif. Mesuré depuis le fond de l'océan, il dépasse 7 500 m : c'est l'un des plus hauts volcans de la planète."
Q0063,Sciences,Espace,1,QCM,Quelle planète est la plus proche du Soleil ?,Mercure,Vénus,Mars,La Terre,,,,0,15,oui,0,,"Une année sur Mercure dure 88 jours, mais une journée (du lever au lever du soleil) en dure 176 : deux années pour une seule journée !"
Q0064,Sciences,Chimie,1,QCM,Quelle est la formule chimique de l'eau ?,H2O,CO2,O2,NaCl,Deux atomes d'hydrogène et un atome d'oxygène.,,,0,15,oui,0,,L'eau est l'une des rares substances plus légères à l'état solide qu'à l'état liquide : c'est pour ça que la glace flotte et que les lacs gèlent par le dessus.
Q0065,Sciences,Espace,1,VF,Le Soleil est une étoile.,Vrai,,,,"Une étoile naine jaune, âgée d'environ 4,6 milliards d'années.",,,0,15,oui,0,,"Sa lumière met environ 8 minutes à nous parvenir, mais l'énergie produite en son cœur met des dizaines de milliers d'années à atteindre sa surface."
Q0066,Sciences,Espace,1,QCM,Combien de planètes compte le système solaire ?,8,9,7,10,Pluton a été reclassée en « planète naine » en 2006.,,,0,15,oui,0,Années 2000,"Moyen mnémotechnique : « Me Voici Tout Mouillé, J'ai Suivi Un Nuage » pour Mercure, Vénus, Terre, Mars, Jupiter, Saturne, Uranus, Neptune."
Q0067,Sciences,Corps humain,1,QCM,Quel organe pompe le sang dans le corps ?,Le cœur,Les poumons,Le foie,Les reins,Environ 100 000 battements par jour.,,,0,15,oui,0,,"Le cœur d'une baleine bleue pèse environ 180 kg, celui d'une musaraigne bat plus de 1 000 fois par minute."
Q0068,Sciences,Physique,1,VF,"Au niveau de la mer, l'eau bout à 100 °C.",Vrai,,,,"En altitude, elle bout à une température plus basse.",,,0,15,oui,0,,"Au sommet de l'Everest, l'eau bout vers 70 °C : impossible d'y cuire correctement des pâtes !"
Q0069,Sciences,Espace,2,QCM,Quelle est la plus grande planète du système solaire ?,Jupiter,Saturne,Neptune,Uranus,Plus de 1 300 fois le volume de la Terre.,,,0,15,oui,0,,Jupiter a près d'une centaine de lunes connues. Elle joue le rôle d'« aspirateur » du système solaire en attirant de nombreuses comètes.
Q0070,Sciences,Biologie,2,QCM,Quel gaz les plantes absorbent-elles pour la photosynthèse ?,Le dioxyde de carbone,L'oxygène,L'azote,L'hélium,Elles rejettent de l'oxygène.,,,0,15,oui,0,,"Environ la moitié de l'oxygène que nous respirons est produite par le plancton des océans, pas par les forêts."
Q0071,Sciences,Corps humain,2,ESTIMATION,Combien d'os compte le squelette d'un adulte ?,206,os,6,,Un nouveau-né en a environ 300 : certains fusionnent en grandissant.,,,0,15,oui,0,,"Plus de la moitié de nos os sont dans les mains et les pieds. Le plus petit, l'étrier, se trouve dans l'oreille et mesure environ 3 mm."
Q0072,Sciences,Physique,2,VF,Le son se déplace plus vite que la lumière.,Faux,,,,"Environ 340 m/s pour le son, contre 300 000 km/s pour la lumière. C'est pourquoi on voit l'éclair avant d'entendre le tonnerre.",,,0,15,oui,0,,"Dans l'espace, il n'y a aucun son : il faut de la matière (air, eau…) pour qu'il se propage. Les explosions des films de science-fiction devraient être silencieuses !"
Q0073,Sciences,Savants,2,QCM,Qui a formulé la théorie de la relativité ?,Albert Einstein,Isaac Newton,Galilée,Marie Curie,"Relativité restreinte en 1905, générale en 1915.",E = mc².,,0,15,oui,0,,"Grâce à la relativité, les horloges des satellites GPS doivent être corrigées d'environ 38 microsecondes par jour. Sans cette correction, le GPS se tromperait de plusieurs kilomètres chaque jour."
Q0074,Sciences,Espace,2,ORDRE,Classez ces planètes selon leur distance au Soleil.,Mercure | Vénus | Terre | Mars,De la plus proche à la plus éloignée,,,,,,0,15,oui,0,,"Mars est parfois plus proche de nous que Vénus, et Mercure est en moyenne la planète la plus proche… de toutes les autres planètes, Terre comprise !"
Q0075,Sciences,Savants,2,QCM,Quel savant est associé à la loi de la gravitation universelle ?,Isaac Newton,Galilée,Johannes Kepler,Albert Einstein,Publiée en 1687. La pomme serait une légende embellie.,Une histoire de pomme…,,0,15,oui,0,,"Newton a aussi dirigé la Monnaie royale d'Angleterre, où il a lui-même traqué et fait condamner des faux-monnayeurs."
Q0076,Sciences,Chimie,3,QCM,Quel est le symbole chimique de l'or ?,Au,Or,Ag,Go,Du latin « aurum ». Ag est l'argent (argentum).,,,0,15,oui,0,,Tout l'or extrait dans l'histoire tiendrait dans un cube d'environ 22 m de côté. Il est si malléable qu'un gramme peut être étiré en un fil de plus de 2 km.
Q0077,Sciences,Savants,3,QCM,Quelle scientifique a reçu deux prix Nobel dans deux sciences différentes ?,Marie Curie,Rosalind Franklin,Ada Lovelace,Irène Joliot-Curie,"Physique en 1903, chimie en 1911.",,,0,15,oui,0,,"Ses carnets de laboratoire sont encore radioactifs : pour les consulter à la BnF, il faut signer une décharge. Sa fille Irène a aussi reçu un prix Nobel."
Q0078,Sciences,Physique,3,ESTIMATION,"Quelle est la vitesse de la lumière dans le vide, en km/s ?",300000,km/s,10000,,Précisément 299 792 km/s.,,,0,15,oui,0,,"En une seconde, la lumière ferait environ 7,5 fois le tour de la Terre."
Q0079,Sciences,Chimie,3,VF,Les diamants sont composés de carbone.,Vrai,,,,"Comme le graphite des mines de crayon, mais organisé autrement.",,,0,15,oui,0,,Le diamant brûle si on le chauffe assez fort dans l'air : Lavoisier l'a démontré au XVIIIe siècle… en sacrifiant des diamants.
