id,theme,categorie,difficulte,type,question,reponse,choix2,choix3,choix4,explication,indices,media_url,media_debut,media_duree,actif,utilisations,epoque,anecdote
Q2149,Blind test musique,International,3,QCM,🎵 Quel est ce titre ?,Arctic Monkeys – Do I Wanna Know?,Maroon 5 – Moves Like Jagger,Adele – Rolling in the Deep,Justin Timberlake – Can't Stop the Feeling!,2013. Le riff lourd et lent tranchait avec le rock nerveux des débuts du groupe.,,https://www.youtube.com/watch?v=bpOSxM0rNPM,0,15,oui,0,Années 2010,
Q2150,Blind test musique,International,3,QCM,🎵 Quel est ce titre ?,Pitbull – Timber,Of Monsters and Men – Little Talks,Luis Fonsi – Despacito,Katy Perry – Roar,"2013, en duo avec Kesha : l'harmonica du refrain est emprunté à un morceau de blues country.",,https://www.youtube.com/watch?v=0h4S3l9genk,0,15,oui,0,Années 2010,
Q2151,Blind test musique,International,3,QCM,🎵 Quel est ce titre ?,Calvin Harris – Summer,Katy Perry – Roar,Avicii – Wake Me Up,Portugal. The Man – Feel It Still,2014. L'Écossais a été plusieurs années le DJ le mieux payé du monde.,,https://www.youtube.com/watch?v=ebXbLfLACGM,0,15,oui,0,Années 2010,
Q2152,Blind test musique,International,3,QCM,🎵 Quel est ce titre ?,Twenty One Pilots – Stressed Out,Billie Eilish – bad guy,Camila Cabello – Havana,Dua Lipa – New Rules,2015. Le duo de l'Ohio y chante la nostalgie de l'enfance face aux responsabilités.,,https://www.youtube.com/watch?v=pXRviuL6vMY,0,15,oui,0,Années 2010,
Q2153,Blind test musique,International,4,QCM,🎵 Quel est ce titre ?,Tame Impala – The Less I Know the Better,Portugal. The Man – Feel It Still,Lewis Capaldi – Someone You Loved,Carly Rae Jepsen – Call Me Maybe,2015. L'Australien Kevin Parker joue lui-même tous les instruments de ses disques.,,https://www.youtube.com/watch?v=CDXj-ovszxY,0,15,oui,0,Années 2010,
Q2154,Blind test musique,International,4,QCM,🎵 Quel est ce titre ?,Portugal. The Man – Feel It Still,Daft Punk – Get Lucky,Passenger – Let Her Go,Lorde – Royals,"2017. Le refrain reprend la ligne de basse de « Please Mr. Postman », des Marvelettes.",,https://www.youtube.com/watch?v=pBkHHoOIIn8,0,15,oui,0,Années 2010,
Q2155,Blind test musique,International,3,QCM,🎵 Quel est ce titre ?,Drake – God's Plan,Lil Nas X – Old Town Road,OMI – Cheerleader,Clean Bandit – Rather Be,"2018. Le clip montre le rappeur distribuant le budget du tournage, près d'un million de dollars, à des inconnus.",,https://www.youtube.com/watch?v=1gU-ELcGGqg,0,15,oui,0,Années 2010,
Q2156,Blind test musique,International,3,QCM,🎵 Quel est ce titre ?,Lewis Capaldi – Someone You Loved,Dua Lipa – New Rules,Daft Punk – Get Lucky,Lorde – Royals,"2018. L'Écossais a mis près d'un an à imposer la chanson, sortie sans promotion.",,https://www.youtube.com/watch?v=xrcMgO2fgpA,0,15,oui,0,Années 2010,
Q2157,Blind test musique,International,3,QCM,🎵 Quel est ce titre ?,Post Malone – Circles,Doja Cat – Say So,Ed Sheeran – Shape of You,Adele – Rolling in the Deep,"2019. Le morceau est resté plus d'un an dans le classement américain, un record.",,https://www.youtube.com/watch?v=pQV0WEdT_OE,0,15,oui,0,Années 2010,
Q2158,Blind test musique,International,3,QCM,🎵 Quel est ce titre ?,Doja Cat – Say So,Imagine Dragons – Believer,Mark Ronson ft. Bruno Mars – Uptown Funk,Drake – God's Plan,2019. Le succès est parti d'une chorégraphie devenue virale sur TikTok.,,https://www.youtube.com/watch?v=uAYG46w1SCA,0,15,oui,0,Années 2010,
Q2159,Blind test musique,Chanson française,4,QCM,🎵 Quel est ce titre ?,"Michel Polnareff – Love Me, Please Love Me","Jacques Dutronc – Et moi, et moi, et moi",Georges Brassens – Les Copains d'abord,Christophe – Aline,"1966, premier succès du chanteur, écrit alors qu'il jouait de la guitare au pied du Sacré-Cœur.",,https://www.youtube.com/watch?v=bOnIMq9bME8,0,15,oui,0,Avant 1970,
Q2160,Blind test musique,Chanson française,4,QCM,🎵 Quel est ce titre ?,Georges Moustaki – Le Métèque,Claude François – Belles ! Belles ! Belles !,"France Gall – Poupée de cire, poupée de son",Jacques Brel – Ne me quitte pas,1969. Le chanteur reprend à son compte une insulte pour en faire un portrait fier de l'étranger.,,https://www.youtube.com/watch?v=WI5mld3uDz8,0,15,oui,0,Avant 1970,
Q2161,Blind test musique,Chanson française,3,QCM,🎵 Quel est ce titre ?,Barbara – L'Aigle noir,Joe Dassin – L'Été indien,Michel Sardou – La Maladie d'amour,Téléphone – Hygiaphone,1970. Le disque s'est vendu à plus d'un million d'exemplaires en quelques mois.,,https://www.youtube.com/watch?v=kDqtyruAd4Q,0,15,oui,0,Années 70,
Q2162,Blind test musique,Chanson française,4,QCM,🎵 Quel est ce titre ?,Léo Ferré – Avec le temps,Gérard Lenorman – La Ballade des gens heureux,Francis Cabrel – Je l'aime à mourir,Daniel Balavoine – Le Chanteur,"1970. Écrite en une nuit, elle est considérée comme l'un des sommets de la chanson française.",,https://www.youtube.com/watch?v=Bj3aTZePVQw,0,15,oui,0,Années 70,
Q2163,Blind test musique,Chanson française,3,QCM,🎵 Quel est ce titre ?,Michel Berger – La Groupie du pianiste,Lio – Amoureux solitaires,Étienne Daho – Week-end à Rome,Mylène Farmer – Libertine,"1980. Le chanteur y raconte avec tendresse l'admiration des fans, qu'il observait depuis la scène.",,https://www.youtube.com/watch?v=_hQrpgVK-r0,0,15,oui,0,Années 80,
Q2164,Blind test musique,Chanson française,4,QCM,🎵 Quel est ce titre ?,Lio – Amoureux solitaires,Michel Sardou – Les lacs du Connemara,Jean-Pierre Mader – Macumba,Images – Les Démons de minuit,"1980. Les paroles sont signées Jacques Duvall, la musique du groupe Marie et les Garçons.",,https://www.youtube.com/watch?v=GX6YfT1mM9w,0,15,oui,0,Années 80,
Q2165,Blind test musique,Chanson française,3,QCM,🎵 Quel est ce titre ?,Ottawan – T'es OK,Vanessa Paradis – Joe le taxi,Axel Bauer – Cargo,Niagara – L'Amour à la plage,1980. Le duo antillais a vendu plusieurs millions de disques en pleine vague disco.,,https://www.youtube.com/watch?v=2XVHXW2u_98,0,15,oui,0,Années 80,
Q2166,Blind test musique,Chanson française,3,QCM,🎵 Quel est ce titre ?,Pierre Bachelet – Les Corons,Images – Les Démons de minuit,Gold – Capitaine abandonné,Gilbert Montagné – On va s'aimer,"1982. Devenue l'hymne du nord de la France, elle est chantée avant chaque match à Lens.",,https://www.youtube.com/watch?v=rygifBeBKUU,0,15,oui,0,Années 80,
Q2167,Blind test musique,Chanson française,4,QCM,🎵 Quel est ce titre ?,Axel Bauer – Cargo,Patricia Kaas – Mon mec à moi,Mano Negra – Mala Vida,Jeanne Mas – Toute première fois,"1983. Le clip, tourné par Jean-Baptiste Mondino, a été l'un des premiers grands clips français.",,https://www.youtube.com/watch?v=e9c1ya90N2M,0,15,oui,0,Années 80,
Q2168,Blind test musique,Chanson française,2,QCM,🎵 Quel est ce titre ?,La Compagnie Créole – C'est bon pour le moral,Michel Sardou – Les lacs du Connemara,Ottawan – T'es OK,Vanessa Paradis – Joe le taxi,1983. Le groupe antillais en a fait l'indémodable des fêtes de famille.,,https://www.youtube.com/watch?v=km6gUbW8s28,0,15,oui,0,Années 80,
Q2169,Blind test musique,Chanson française,3,QCM,🎵 Quel est ce titre ?,Elsa – T'en va pas,Indochine – L'Aventurier,Gold – Capitaine abandonné,Niagara – L'Amour à la plage,1986. La chanteuse avait 13 ans : le titre venait du film « La Femme de ma vie ».,,https://www.youtube.com/watch?v=TeaKAB-IxOE,0,15,oui,0,Années 80,
Q2170,Blind test musique,Chanson française,4,QCM,🎵 Quel est ce titre ?,Mano Negra – Mala Vida,Indochine – L'Aventurier,Michel Berger – La Groupie du pianiste,Jean-Jacques Goldman – Quand la musique est bonne,"1988. Le groupe de Manu Chao mêlait rock, punk et musiques latines, chanté en trois langues.",,https://www.youtube.com/watch?v=gwcO1lIa_S8,0,15,oui,0,Années 80,
Q2171,Blind test musique,Chanson française,4,QCM,🎵 Quel est ce titre ?,Les Négresses Vertes – Voilà l'été,Étienne Daho – Week-end à Rome,Indochine – L'Aventurier,Gilbert Montagné – On va s'aimer,"1988. Le groupe mélangeait fanfare, rock et accents méditerranéens.",,https://www.youtube.com/watch?v=g2ztdfuvhWU,0,15,oui,0,Années 80,
Q2172,Blind test musique,Chanson française,3,QCM,🎵 Quel est ce titre ?,Laurent Voulzy – Le Pouvoir des fleurs,Johnny Hallyday – Allumer le feu,M – Je dis aime,Florent Pagny – Savoir aimer,1994. Le chanteur y rend hommage aux années hippies de sa jeunesse.,,https://www.youtube.com/watch?v=V3u6kx0gDKA,0,15,oui,0,Années 90,
Q2173,Blind test musique,Chanson française,3,QCM,🎵 Quel est ce titre ?,Louise Attaque – J't'emmène au vent,Pascal Obispo – Lucie,IAM – Je danse le Mia,M – Je dis aime,"1997. Porté par un violon, le premier album du groupe s'est vendu à plus de deux millions d'exemplaires.",,https://www.youtube.com/watch?v=BRTDC9Z5UdE,0,15,oui,0,Années 90,
Q2174,Blind test musique,Chanson française,3,QCM,🎵 Quel est ce titre ?,Tryo – L'Hymne de nos campagnes,MC Solaar – Bouge de là,IAM – Je danse le Mia,Pascal Obispo – Lucie,1998. Le groupe acoustique en a fait un classique des feux de camp.,,https://www.youtube.com/watch?v=srb0lAK5wbA,0,15,oui,0,Années 90,
Q2175,Blind test musique,Chanson française,3,QCM,🎵 Quel est ce titre ?,Manu Chao – Clandestino,Pascal Obispo – Lucie,Manau – La Tribu de Dana,Johnny Hallyday – Allumer le feu,"1998. Enregistré au fil de ses voyages, l'album a été un succès dans toute l'Amérique latine.",,https://www.youtube.com/watch?v=TyA-oz7lSrc,0,15,oui,0,Années 90,
Q2176,Blind test musique,Chanson française,4,QCM,🎵 Quel est ce titre ?,M – Je dis aime,Axelle Red – Sensualité,2Be3 – Partir un jour,Mylène Farmer – Désenchantée,"1999. Matthieu Chedid a inventé le personnage de M, cheveux en forme de lettre, pour monter sur scène.",,https://www.youtube.com/watch?v=Rs6ggaLP_9g,0,15,oui,0,Années 90,
Q2177,Blind test musique,Chanson française,3,QCM,🎵 Quel est ce titre ?,Yannick – Ces soirées-là,Cœur de pirate – Comme des enfants,Tragédie – Hey Oh,Olivia Ruiz – J'traîne des pieds,"2000. Le rap reprend « Cette année-là » de Claude François, lui-même adapté d'un tube américain.",,https://www.youtube.com/watch?v=I8wZ_6y17tY,0,15,oui,0,Années 2000,
